employee_id,manager_id,role_name,current_salary,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Market_Median_2026,Internal_Salary_Rank,Performance_Consistency
EMP0499,EMP0006,Sales_Executive_Boston,99000,1,505,2,29,2,4,51,2,3,7,2,25404,7,1,22,3,2,8,6,1,1,1,110000,0.38,3
EMP0500,EMP0006,Research_Scientist_Austin,94000,1,361,1,13,4,1,67,2,2,5,2,22299,1,1,22,3,1,34,2,29,12,14,120000,0.5,4
EMP0501,EMP0006,Healthcare_Representative_Miami,101000,1,1143,1,3,2,1,77,3,2,0,1,16465,2,1,19,3,0,28,6,9,7,2,85000,0.46,2
EMP0502,EMP0006,Sales_Executive_Miami,99000,1,752,2,25,2,1,56,3,3,7,2,22261,5,1,12,3,0,37,2,16,13,4,110000,0.15,3
EMP0503,EMP0006,Manufacturing_Director_Chicago,157000,1,1141,1,25,2,3,35,4,3,4,0,2938,5,1,14,3,3,19,3,8,1,3,130000,0.44,3
EMP0504,EMP0006,Business_Analyst_NYC,125000,2,1110,1,9,2,1,65,3,2,2,2,4684,3,1,22,3,0,19,2,3,0,3,105000,0.4,3
EMP0505,EMP0006,Business_Analyst_Austin,118000,1,1243,1,22,4,4,31,2,3,2,2,9309,3,1,15,3,1,21,1,1,1,0,105000,0.86,3
EMP0506,EMP0006,Sales_Executive_NYC,89000,1,1104,2,18,3,4,34,3,3,7,2,22771,9,1,14,3,1,6,5,4,1,0,110000,0.34,4
EMP0507,EMP0006,Sales_Executive_Chicago,136000,0,330,2,29,4,5,83,4,3,7,1,16015,1,1,13,3,0,32,0,15,12,9,110000,0.34,3
EMP0508,EMP0006,Healthcare_Representative_NYC,103000,1,580,1,1,3,3,82,1,2,0,1,12501,6,1,17,3,1,31,2,26,15,9,85000,0.7,4
EMP0509,EMP0006,Sales_Executive_Miami,126000,2,1197,2,7,4,1,72,2,2,7,2,2785,6,1,12,3,0,22,2,20,1,4,110000,0.35,3
EMP0510,EMP0006,Business_Analyst_Austin,115000,1,421,1,27,3,5,59,2,2,2,2,12956,6,1,14,3,0,34,0,6,2,4,105000,0.55,1
EMP0511,EMP0006,Software_Developer_Austin,143000,2,606,1,2,3,1,78,3,1,7,2,10941,1,1,12,3,1,32,6,1,0,1,155000,0.45,3
EMP0512,EMP0006,Software_Developer_Seattle,166000,1,901,1,7,4,5,71,3,3,7,0,11074,7,1,14,3,3,35,4,19,4,1,155000,0.65,3
EMP0513,EMP0006,Sales_Executive_Atlanta,82000,1,883,2,1,5,4,77,3,2,7,1,21029,0,1,17,3,1,27,3,17,8,7,110000,0.43,3
EMP0514,EMP0006,Sales_Executive_Denver,85000,2,1103,2,19,2,1,90,3,2,7,0,18262,4,1,17,3,0,6,1,0,0,0,110000,0.83,1
EMP0515,EMP0006,Healthcare_Representative_Seattle,75000,2,582,1,11,3,3,40,4,2,0,2,14404,2,1,23,3,1,14,0,12,8,12,85000,0.24,2
EMP0516,EMP0006,Manufacturing_Director_Austin,98000,2,1097,1,5,4,3,81,1,3,4,1,11735,4,1,19,3,2,28,4,15,5,10,130000,0.52,3
EMP0517,EMP0006,Research_Scientist_Boston,122000,1,531,1,11,5,5,47,2,3,5,2,2415,5,1,17,3,1,14,0,12,9,11,120000,0.29,3
EMP0518,EMP0006,Laboratory_Technician_Chicago,86000,0,1059,1,20,2,2,58,2,1,2,2,11091,4,1,24,4,1,35,5,14,5,1,75000,0.72,3
EMP0519,EMP0006,Healthcare_Representative_Boston,91000,1,309,1,5,4,3,79,2,2,0,2,26252,9,1,21,4,0,13,0,1,0,0,85000,0.48,3
EMP0520,EMP0006,Laboratory_Technician_Austin,97000,2,762,1,3,4,1,95,4,2,2,2,12812,4,1,19,3,0,10,3,2,0,1,75000,0.32,3
EMP0521,EMP0006,Healthcare_Representative_Miami,80000,2,1397,1,27,3,1,85,3,2,0,2,10303,1,1,19,4,1,34,1,10,8,1,85000,0.81,1
EMP0522,EMP0006,Sales_Representative_Miami,82000,1,491,2,13,3,5,31,2,2,8,2,2277,9,1,15,3,3,23,2,23,13,3,70000,0.22,3
EMP0523,EMP0006,Software_Developer_Boston,98000,1,217,1,19,4,5,90,4,3,7,1,7788,7,1,22,4,2,18,6,15,12,0,155000,0.84,2
EMP0524,EMP0006,Sales_Representative_Seattle,76000,1,344,2,2,3,4,70,1,2,8,2,8456,9,1,22,3,2,10,6,2,0,0,70000,0.49,4
EMP0525,EMP0006,Research_Scientist_Denver,121000,2,1127,1,5,4,1,86,1,3,5,1,18657,6,1,13,3,2,26,0,13,13,10,120000,0.46,3
EMP0526,EMP0006,Business_Analyst_Denver,85000,2,280,1,4,5,1,41,2,2,2,2,2436,3,1,21,3,0,30,5,18,2,9,105000,0.43,4
EMP0527,EMP0006,Sales_Executive_Chicago,127000,1,746,2,14,2,1,55,2,3,7,1,16498,4,1,12,3,1,9,2,4,0,3,110000,0.46,3
EMP0528,EMP0006,Business_Analyst_Miami,125000,1,531,1,23,3,4,66,2,3,2,0,8998,4,1,14,3,0,11,0,0,0,0,105000,0.37,3
EMP0529,EMP0006,Research_Scientist_Miami,95000,0,314,1,21,3,5,50,3,2,5,1,5377,2,1,25,3,0,38,4,10,5,9,120000,0.29,2
EMP0530,EMP0006,Software_Developer_Miami,172000,1,598,1,9,4,4,91,3,2,7,0,9771,8,1,12,3,2,30,4,18,13,11,155000,0.7,3
EMP0531,EMP0007,Software_Developer_NYC,144000,1,210,1,3,3,5,74,3,1,7,1,23675,2,1,14,4,0,20,0,19,6,9,155000,0.5,2
EMP0532,EMP0007,Laboratory_Technician_Atlanta,59000,0,426,1,12,2,3,80,3,2,2,2,17281,3,1,23,4,0,16,2,4,4,2,75000,0.38,3
EMP0533,EMP0007,Research_Scientist_Atlanta,139000,1,1301,1,1,2,4,60,3,2,5,1,2146,9,1,20,3,3,19,5,13,9,6,120000,0.3,2
EMP0534,EMP0007,Manufacturing_Director_Chicago,98000,1,468,1,14,2,2,91,1,4,4,0,15142,8,1,24,3,2,20,2,13,1,5,130000,0.46,3
EMP0535,EMP0007,Data_Scientist_Atlanta,187000,1,1095,1,21,5,2,36,2,3,6,2,5893,9,1,23,3,1,1,2,0,0,0,170000,0.31,3
EMP0536,EMP0007,Sales_Representative_Denver,55000,1,1481,2,3,2,2,63,2,2,8,1,17323,4,1,11,3,1,12,2,6,4,6,70000,0.4,2
EMP0537,EMP0007,Sales_Representative_Boston,68000,1,709,2,21,1,1,34,3,2,8,1,4848,8,1,12,3,0,19,3,0,0,0,70000,0.44,3
EMP0538,EMP0007,Sales_Executive_Denver,143000,0,863,2,2,2,6,42,3,2,7,1,22958,4,1,17,3,0,16,5,16,14,0,110000,0.72,3
EMP0539,EMP0007,Data_Scientist_Atlanta,202000,2,200,1,12,3,1,85,2,4,6,2,11165,8,1,21,3,0,13,1,9,4,4,170000,0.3,3
EMP0540,EMP0007,Sales_Executive_Seattle,104000,1,1326,2,26,5,2,58,2,3,7,1,22127,4,1,22,3,2,2,4,1,0,1,110000,0.32,3
EMP0541,EMP0007,Sales_Representative_Atlanta,70000,1,1121,2,7,3,1,79,2,1,8,2,20814,1,1,21,3,3,36,0,0,0,0,70000,0.33,2
EMP0542,EMP0007,Business_Analyst_Denver,95000,0,1379,1,19,2,2,85,3,2,2,2,11396,8,1,22,3,0,21,4,14,10,7,105000,0.87,2
EMP0543,EMP0007,Data_Scientist_Austin,151000,2,921,1,18,3,5,83,4,3,6,1,13994,1,1,21,4,3,14,6,1,1,0,170000,0.75,3
EMP0544,EMP0007,Business_Analyst_Atlanta,91000,2,1020,1,6,5,1,66,1,3,2,2,23596,2,1,21,4,0,26,5,15,14,4,105000,0.22,3
EMP0545,EMP0007,Healthcare_Representative_Atlanta,70000,0,1268,1,24,3,1,61,2,2,0,2,14227,0,1,22,3,2,2,3,2,0,0,85000,0.3,3
EMP0546,EMP0007,Laboratory_Technician_NYC,76000,2,760,1,5,3,5,56,3,2,2,1,21861,7,1,14,3,3,16,4,5,3,5,75000,0.33,3
EMP0547,EMP0007,Sales_Representative_NYC,60000,2,244,2,26,3,2,98,2,1,8,1,25884,0,1,15,3,2,5,5,0,0,0,70000,0.99,3
EMP0548,EMP0007,Sales_Representative_Atlanta,80000,2,312,2,5,4,5,44,3,2,8,1,13229,2,1,25,3,1,33,2,20,14,6,70000,0.0,2
EMP0549,EMP0007,Data_Scientist_Miami,196000,1,1022,1,23,2,1,34,3,2,6,2,2944,3,1,25,3,0,32,2,24,7,12,170000,0.49,3
EMP0550,EMP0007,Research_Scientist_Boston,118000,1,363,1,5,3,5,62,3,1,5,2,21205,4,1,13,3,0,29,5,21,9,2,120000,0.68,3
EMP0551,EMP0007,Business_Analyst_Atlanta,105000,1,874,1,28,5,4,97,3,3,2,2,2560,1,1,16,3,0,11,1,5,5,1,105000,0.28,3
EMP0552,EMP0007,Data_Scientist_Chicago,147000,1,1173,1,29,2,1,34,3,2,6,2,18721,1,1,15,3,1,30,5,18,0,13,170000,0.36,3
EMP0553,EMP0007,Data_Scientist_Seattle,155000,2,601,1,8,4,3,35,4,3,6,2,5087,3,1,22,3,0,34,1,7,3,4,170000,0.54,3
EMP0554,EMP0007,Software_Developer_Chicago,117000,0,204,1,11,4,1,91,2,1,7,1,5366,8,1,20,3,1,38,4,24,15,7,155000,0.37,1
EMP0555,EMP0007,Healthcare_Representative_Austin,100000,1,101,1,9,4,4,93,3,2,0,1,18943,4,1,21,3,2,29,1,24,6,9,85000,0.6,3
EMP0556,EMP0007,Business_Analyst_Boston,114000,1,1143,1,16,3,1,85,3,2,2,2,16616,5,1,21,3,2,8,1,2,1,0,105000,0.21,3
EMP0557,EMP0007,Laboratory_Technician_Chicago,69000,1,1269,1,22,2,1,80,3,1,2,2,7242,5,1,19,4,1,20,6,10,8,7,75000,0.65,3
EMP0558,EMP0007,Sales_Executive_Chicago,140000,1,783,2,24,3,4,87,2,3,7,2,2279,6,1,11,4,0,31,6,29,9,5,110000,0.61,2
EMP0559,EMP0007,Manufacturing_Director_Boston,96000,1,883,1,11,3,5,57,3,4,4,2,5594,1,1,14,3,1,13,5,3,2,2,130000,0.52,3
EMP0560,EMP0007,Software_Developer_Atlanta,160000,0,214,1,21,3,3,86,4,1,7,1,26664,1,1,16,4,1,32,6,7,4,6,155000,0.46,2
EMP0561,EMP0007,Research_Scientist_Boston,125000,1,1240,1,17,4,4,47,3,1,5,2,25007,5,1,24,3,2,36,5,2,1,0,120000,0.37,4
EMP0562,EMP0007,Research_Scientist_Denver,118000,1,630,1,9,3,5,47,2,2,5,1,18030,0,1,24,3,3,30,4,11,5,3,120000,0.74,3
EMP0563,EMP0007,Healthcare_Representative_Seattle,113000,1,1257,1,3,5,5,98,2,1,0,2,17444,9,1,21,4,2,21,6,17,15,4,85000,0.22,3
EMP0564,EMP0007,Sales_Executive_Miami,107000,1,1278,2,11,3,5,85,4,3,7,2,2302,9,1,24,3,0,10,2,10,5,1,110000,0.36,3
EMP0565,EMP0007,Sales_Executive_Chicago,116000,1,826,2,29,4,5,49,2,2,7,1,8044,1,1,11,3,3,21,0,17,14,10,110000,0.31,3
EMP0566,EMP0007,Business_Analyst_Denver,132000,1,720,1,6,3,1,57,3,2,2,0,16500,1,1,24,4,0,21,6,10,3,10,105000,0.17,3
EMP0567,EMP0007,Laboratory_Technician_Atlanta,57000,1,458,1,17,5,5,45,2,1,2,0,18121,9,1,16,3,0,29,1,12,3,3,75000,0.54,2
EMP0568,EMP0007,Data_Scientist_Denver,158000,0,960,1,13,5,1,76,4,2,6,1,23458,4,1,14,4,0,33,5,3,3,0,170000,0.21,4
EMP0569,EMP0007,Manufacturing_Director_Seattle,162000,0,1162,1,5,2,3,34,1,3,4,2,23752,4,1,16,3,2,18,3,10,0,2,130000,0.58,2
EMP0570,EMP0007,Business_Analyst_NYC,120000,0,517,1,10,3,2,63,3,2,2,2,12959,0,1,25,3,1,12,1,5,0,1,105000,0.39,4
EMP0571,EMP0007,Software_Developer_Atlanta,167000,0,235,1,4,5,3,83,4,3,7,1,21861,0,1,15,3,2,34,2,5,1,0,155000,0.97,2
EMP0572,EMP0007,Business_Analyst_Denver,133000,1,1154,1,5,4,1,40,3,3,2,1,22246,1,1,14,3,0,7,5,7,7,3,105000,0.54,3
EMP0573,EMP0007,Manufacturing_Director_Boston,148000,2,170,1,24,5,2,36,3,3,4,0,22889,0,1,24,3,0,9,2,5,3,2,130000,0.35,1
EMP0574,EMP0007,Manufacturing_Director_Miami,155000,1,539,1,15,4,3,45,3,4,4,1,8199,4,1,16,3,1,13,4,10,9,6,130000,0.25,3
EMP0575,EMP0007,Data_Scientist_Denver,184000,1,565,1,15,4,1,67,2,3,6,1,16386,8,1,12,4,3,17,1,2,1,1,170000,0.14,3
EMP0576,EMP0007,Business_Analyst_Chicago,86000,1,410,1,19,4,3,98,3,2,2,2,19489,2,1,16,3,1,15,5,0,0,0,105000,0.06,3
EMP0577,EMP0007,Laboratory_Technician_NYC,79000,1,898,1,29,3,2,90,3,1,2,2,11924,0,1,12,3,1,28,2,27,6,4,75000,1.0,2
EMP0578,EMP0007,Data_Scientist_Seattle,183000,2,596,1,13,4,4,80,3,2,6,2,4405,3,1,15,3,1,9,5,2,1,0,170000,0.68,3
EMP0579,EMP0007,Research_Scientist_Chicago,116000,1,1387,1,20,3,4,68,4,3,5,2,16982,2,1,12,4,2,18,5,10,0,10,120000,0.64,3
EMP0580,EMP0007,Sales_Executive_Seattle,102000,1,1097,2,25,3,4,41,4,3,7,1,23881,7,1,24,3,1,17,0,3,3,3,110000,0.63,3
EMP0581,EMP0007,Sales_Executive_Boston,138000,0,307,2,23,4,2,93,2,3,7,2,5500,7,1,19,3,1,33,4,10,6,10,110000,0.82,3
EMP0582,EMP0007,Healthcare_Representative_Seattle,93000,0,588,1,12,3,5,83,4,1,0,1,16519,7,1,20,4,0,38,3,26,3,9,85000,0.0,4
EMP0583,EMP0007,Healthcare_Representative_Seattle,72000,0,1035,1,28,4,2,74,3,1,0,1,3660,5,1,18,3,1,12,6,0,0,0,85000,0.44,3
EMP0584,EMP0007,Laboratory_Technician_Denver,88000,1,1362,1,18,4,5,59,2,2,2,0,25750,1,1,21,3,1,23,5,5,3,0,75000,0.72,2
EMP0585,EMP0007,Healthcare_Representative_Chicago,75000,2,761,1,1,2,3,94,3,2,0,2,19731,2,1,17,3,0,32,0,11,5,7,85000,0.79,2
EMP0586,EMP0007,Healthcare_Representative_Boston,68000,1,888,1,4,4,5,67,3,1,0,1,9461,7,1,24,3,1,22,5,17,11,6,85000,0.28,4
EMP0587,EMP0007,Software_Developer_Miami,116000,0,599,1,1,4,3,86,3,3,7,2,8393,6,1,13,3,1,15,5,7,3,7,155000,0.41,3
EMP0588,EMP0007,Healthcare_Representative_Boston,99000,1,580,1,11,3,1,47,2,1,0,2,21065,2,1,12,4,2,24,4,8,6,5,85000,0.38,3
EMP0589,EMP0007,Business_Analyst_Denver,84000,2,1052,1,9,3,1,86,3,3,2,0,7708,0,1,19,3,1,15,2,11,11,11,105000,0.33,3
EMP0590,EMP0007,Research_Scientist_Austin,133000,1,156,1,23,3,2,47,4,1,5,2,12246,8,1,22,3,0,5,4,5,2,4,120000,0.28,3
EMP0591,EMP0007,Business_Analyst_Atlanta,86000,1,833,1,19,2,6,38,3,2,2,2,10246,9,1,23,3,0,35,1,21,10,13,105000,0.8,1
EMP0592,EMP0007,Manufacturing_Director_Austin,118000,2,893,1,26,3,4,47,4,3,4,0,13731,2,1,22,3,0,7,0,6,4,5,130000,0.51,2
EMP0593,EMP0007,Healthcare_Representative_Chicago,72000,1,1240,1,2,4,1,30,4,1,0,0,14701,4,1,11,3,1,6,2,2,1,0,85000,0.46,4
EMP0594,EMP0007,Research_Scientist_Chicago,130000,2,298,1,28,4,1,77,3,2,5,2,7910,8,1,13,3,1,32,4,5,4,1,120000,0.49,1
EMP0595,EMP0007,Business_Analyst_Austin,124000,1,304,1,16,2,1,73,4,3,2,2,5907,8,1,12,3,0,20,1,9,1,5,105000,0.38,4
EMP0596,EMP0007,Manufacturing_Director_Chicago,151000,2,1450,1,23,4,3,96,1,4,4,2,20542,9,1,22,3,0,3,4,2,0,1,130000,0.23,3
EMP0597,EMP0007,Sales_Executive_Denver,84000,0,313,2,11,3,4,69,3,3,7,2,24995,0,1,19,3,0,13,0,4,3,3,110000,0.42,3
EMP0598,EMP0007,Business_Analyst_NYC,115000,2,888,1,7,3,3,85,3,2,2,1,24413,0,1,25,3,1,4,1,4,0,0,105000,0.54,4
EMP0599,EMP0007,Sales_Representative_Austin,80000,1,338,2,10,1,2,72,4,2,8,2,14276,6,1,11,3,1,32,4,6,4,5,70000,0.45,3
EMP0600,EMP0007,Healthcare_Representative_Boston,71000,1,947,1,13,3,5,92,2,1,0,2,15052,0,1,22,3,0,18,5,13,11,0,85000,0.46,2
EMP0601,EMP0007,Data_Scientist_Austin,129000,1,1494,1,23,5,2,98,2,4,6,1,6006,6,1,24,4,0,32,0,2,0,2,170000,0.25,3
EMP0602,EMP0007,Manufacturing_Director_Chicago,104000,1,177,1,27,3,1,38,2,4,4,1,6771,7,1,20,3,1,3,4,3,3,0,130000,0.97,3
EMP0603,EMP0007,Laboratory_Technician_Chicago,88000,1,1046,1,7,5,1,78,2,2,2,1,9474,2,1,21,3,1,3,3,0,0,0,75000,0.61,1
EMP0604,EMP0007,Manufacturing_Director_Austin,154000,1,750,1,2,2,1,96,3,3,4,2,12634,5,1,11,3,0,34,1,9,8,2,130000,0.37,1
EMP0605,EMP0007,Software_Developer_Seattle,172000,1,1075,1,19,4,1,79,3,3,7,1,18168,9,1,15,3,3,37,3,3,1,0,155000,0.42,3
EMP0606,EMP0007,Research_Scientist_Miami,123000,1,457,1,13,5,5,77,3,2,5,2,6812,0,1,18,3,2,24,6,7,2,4,120000,0.47,2
EMP0607,EMP0007,Healthcare_Representative_NYC,106000,1,895,1,15,3,2,81,2,1,0,1,25444,3,1,20,3,2,23,5,6,3,3,85000,0.68,3
EMP0608,EMP0007,Sales_Representative_Miami,73000,1,389,2,16,2,4,68,4,2,8,0,9210,5,1,19,4,1,27,4,11,10,4,70000,0.34,3
EMP0609,EMP0007,Manufacturing_Director_Seattle,144000,2,1413,1,13,3,5,49,3,4,4,1,26292,2,1,23,4,0,25,6,18,5,4,130000,0.83,3
EMP0610,EMP0007,Software_Developer_Austin,170000,1,284,1,11,5,2,49,4,2,7,2,13986,9,1,25,3,3,6,3,0,0,0,155000,0.47,3
EMP0611,EMP0007,Research_Scientist_Boston,106000,1,424,1,18,3,3,65,3,1,5,2,23847,2,1,25,3,2,36,1,5,1,1,120000,0.27,4
EMP0612,EMP0007,Manufacturing_Director_Atlanta,128000,2,1297,1,19,2,5,92,4,4,4,2,4879,5,1,12,3,1,2,5,2,2,1,130000,0.64,3
EMP0613,EMP0007,Research_Scientist_Austin,155000,0,1334,1,26,3,4,83,4,2,5,2,8386,8,1,15,4,3,13,0,10,5,4,120000,0.37,3
EMP0614,EMP0007,Research_Scientist_Seattle,130000,1,658,1,24,5,4,40,2,1,5,0,22546,0,1,22,3,0,20,1,8,7,6,120000,0.0,4
EMP0615,EMP0007,Healthcare_Representative_Atlanta,62000,2,933,1,23,3,5,63,3,2,0,1,4823,7,1,25,3,2,18,2,12,5,5,85000,0.64,4
EMP0616,EMP0007,Data_Scientist_Seattle,188000,1,415,1,19,4,5,39,1,2,6,2,13272,9,1,12,3,1,7,6,3,0,1,170000,0.09,4
EMP0617,EMP0007,Sales_Representative_Austin,76000,0,986,2,26,4,2,40,3,1,8,1,8559,7,1,20,3,1,4,5,1,0,0,70000,0.64,3
EMP0618,EMP0007,Software_Developer_Miami,113000,1,1210,1,19,5,4,39,2,2,7,2,9555,2,1,17,3,1,1,4,0,0,0,155000,0.82,3
EMP0619,EMP0007,Sales_Executive_Chicago,105000,1,676,2,25,2,1,93,2,2,7,2,16187,1,1,21,3,1,23,0,23,7,8,110000,0.96,4
EMP0620,EMP0007,Data_Scientist_Denver,168000,1,753,1,15,3,5,77,3,3,6,1,26505,3,1,14,3,0,24,2,22,2,9,170000,0.52,3
EMP0621,EMP0007,Manufacturing_Director_Denver,160000,1,889,1,14,5,5,70,3,3,4,1,2551,6,1,23,3,3,26,1,14,13,14,130000,0.38,3
EMP0622,EMP0007,Research_Scientist_Chicago,92000,1,144,1,16,3,2,100,2,1,5,1,25809,7,1,17,3,2,26,3,15,4,4,120000,0.53,4
EMP0623,EMP0007,Software_Developer_Denver,186000,1,1112,1,26,2,3,69,3,2,7,2,24509,9,1,17,3,1,5,4,2,2,1,155000,0.41,3
EMP0624,EMP0007,Sales_Representative_NYC,66000,1,604,2,7,5,4,70,3,2,8,2,20280,5,1,20,3,1,31,1,2,0,1,70000,0.42,4
EMP0625,EMP0007,Laboratory_Technician_Chicago,92000,0,403,1,20,3,3,89,3,2,2,0,14859,3,1,23,3,1,16,2,15,15,14,75000,0.76,4
EMP0626,EMP0007,Software_Developer_Miami,118000,1,658,1,11,3,2,98,2,3,7,1,21675,9,1,12,3,0,1,1,1,1,1,155000,0.53,3
EMP0627,EMP0007,Business_Analyst_Boston,92000,1,706,1,1,1,4,83,1,3,2,2,6931,7,1,21,3,0,25,3,13,11,13,105000,0.61,3
EMP0628,EMP0007,Data_Scientist_Boston,156000,1,1301,1,5,3,1,36,4,4,6,1,6738,5,1,24,3,1,13,5,11,9,7,170000,0.35,3
EMP0629,EMP0007,Sales_Representative_Atlanta,57000,1,370,2,16,1,1,49,2,1,8,2,9794,1,1,23,3,0,3,0,2,1,2,70000,0.5,3
EMP0630,EMP0007,Data_Scientist_Miami,151000,1,1222,1,27,2,1,50,2,3,6,1,3945,8,1,11,3,2,4,1,4,3,3,170000,0.44,3
EMP0631,EMP0007,Software_Developer_Chicago,167000,1,139,1,17,4,3,83,3,1,7,1,3273,3,1,14,3,0,10,5,2,2,1,155000,0.34,2
EMP0632,EMP0007,Sales_Representative_NYC,67000,1,866,2,17,3,5,62,2,2,8,2,14959,1,1,21,3,0,10,4,8,0,4,70000,0.83,4
EMP0633,EMP0007,Business_Analyst_Atlanta,90000,1,1267,1,24,4,5,57,4,3,2,1,3875,3,1,20,4,2,8,1,0,0,0,105000,0.48,3
EMP0634,EMP0007,Sales_Executive_Seattle,90000,2,895,2,24,3,6,51,4,3,7,2,11444,3,1,12,3,2,12,6,5,1,3,110000,0.05,1
EMP0635,EMP0007,Software_Developer_Seattle,185000,0,853,1,7,4,6,77,1,2,7,2,11841,0,1,25,3,0,1,3,1,1,1,155000,0.43,4
EMP0636,EMP0007,Laboratory_Technician_Austin,96000,1,580,1,15,4,3,64,2,2,2,0,24762,2,1,14,3,1,2,0,1,0,0,75000,0.0,1
EMP0637,EMP0007,Healthcare_Representative_Miami,83000,1,647,1,1,4,6,54,2,2,0,2,23399,0,1,24,3,2,1,4,0,0,0,85000,0.41,4
EMP0638,EMP0007,Manufacturing_Director_Chicago,145000,1,1034,1,27,3,1,77,3,3,4,1,23043,5,1,17,3,1,4,3,2,1,0,130000,0.16,4
EMP0639,EMP0007,Sales_Executive_NYC,132000,1,381,2,11,5,4,87,3,2,7,2,13348,8,1,25,4,1,32,4,21,13,5,110000,0.59,3
EMP0640,EMP0007,Research_Scientist_NYC,153000,0,958,1,29,2,3,35,3,3,5,0,20131,2,1,22,3,1,14,2,13,11,6,120000,0.48,3
EMP0641,EMP0007,Sales_Representative_Denver,73000,1,317,2,8,4,4,54,3,1,8,1,4460,4,1,14,3,0,26,1,16,12,3,70000,0.18,3
EMP0642,EMP0007,Data_Scientist_Chicago,117000,1,1493,1,3,1,3,45,3,3,6,2,2440,9,1,15,3,0,2,2,1,0,0,170000,0.33,3
EMP0643,EMP0008,Manufacturing_Director_Seattle,143000,2,885,1,25,3,1,74,4,4,4,2,14544,0,1,18,3,0,3,2,3,2,2,130000,0.84,3
EMP0644,EMP0008,Data_Scientist_Chicago,180000,1,1061,1,2,3,3,87,2,3,6,0,24501,2,1,20,4,2,7,4,7,6,5,170000,0.57,3
EMP0645,EMP0008,Business_Analyst_NYC,104000,1,1158,1,16,2,3,50,1,3,2,1,24599,2,1,24,3,1,37,1,12,12,8,105000,0.46,1
EMP0646,EMP0008,Research_Scientist_Atlanta,88000,1,1010,1,26,4,5,42,2,1,5,2,21925,9,1,11,3,0,12,5,3,2,3,120000,0.44,3
EMP0647,EMP0008,Business_Analyst_Denver,114000,1,233,1,3,3,5,75,3,2,2,2,6600,1,1,11,3,1,7,5,6,3,0,105000,0.45,2
EMP0648,EMP0008,Business_Analyst_Denver,110000,1,337,1,18,1,1,68,2,3,2,0,4059,8,1,23,3,1,31,2,2,2,0,105000,0.78,3
EMP0649,EMP0008,Software_Developer_Boston,179000,1,1080,1,7,2,2,99,4,1,7,0,6254,8,1,13,4,0,9,4,5,1,3,155000,0.55,4
EMP0650,EMP0008,Data_Scientist_NYC,137000,2,932,1,2,4,1,71,3,2,6,1,25899,5,1,17,3,2,27,1,26,11,3,170000,0.37,3
EMP0651,EMP0008,Research_Scientist_Miami,128000,1,1167,1,10,3,1,33,3,3,5,0,6863,0,1,16,3,0,33,5,28,13,10,120000,0.72,4
EMP0652,EMP0008,Sales_Representative_Boston,85000,1,1307,2,23,3,4,47,3,1,8,2,13314,8,1,19,3,0,21,5,9,7,8,70000,0.27,3
EMP0653,EMP0008,Sales_Executive_Boston,117000,1,786,2,17,4,2,84,3,2,7,2,6657,4,1,14,3,0,15,4,10,5,3,110000,0.31,3
EMP0654,EMP0008,Laboratory_Technician_Miami,81000,1,1397,1,27,3,5,93,3,2,2,1,10965,9,1,18,3,0,12,4,1,1,0,75000,0.42,2
EMP0655,EMP0008,Data_Scientist_Atlanta,188000,1,1227,1,19,4,3,83,2,2,6,2,22675,7,1,20,3,1,26,2,0,0,0,170000,0.56,2
EMP0656,EMP0008,Research_Scientist_Austin,110000,1,1196,1,9,2,1,84,2,3,5,2,2416,1,1,16,4,1,4,2,0,0,0,120000,0.34,3
EMP0657,EMP0008,Laboratory_Technician_Chicago,83000,1,1233,1,19,3,1,79,2,1,2,2,5081,9,1,22,3,3,37,6,24,8,14,75000,0.1,3
EMP0658,EMP0008,Data_Scientist_Chicago,191000,2,551,1,9,2,1,69,3,4,6,2,16713,3,1,14,3,0,15,5,7,7,2,170000,0.36,3
EMP0659,EMP0008,Research_Scientist_Atlanta,145000,2,1173,1,11,3,3,79,4,3,5,1,6829,1,1,20,3,1,25,1,0,0,0,120000,0.69,3
EMP0660,EMP0008,Laboratory_Technician_Chicago,69000,2,877,1,20,4,6,61,3,1,2,1,2810,6,1,20,3,0,26,3,8,3,4,75000,0.33,3
EMP0661,EMP0008,Manufacturing_Director_Atlanta,101000,1,445,1,8,4,4,97,4,3,4,2,14040,0,1,23,3,1,17,1,11,3,4,130000,0.0,2
EMP0662,EMP0008,Business_Analyst_Seattle,92000,1,390,1,28,3,5,53,2,3,2,0,4282,3,1,24,3,0,34,5,29,8,7,105000,1.0,3
EMP0663,EMP0008,Research_Scientist_Boston,123000,1,257,1,3,4,1,52,3,2,5,2,14183,2,1,13,3,0,28,6,28,5,3,120000,1.0,1
EMP0664,EMP0008,Research_Scientist_Boston,121000,1,442,1,2,3,5,60,4,2,5,2,11245,7,1,14,3,1,2,5,2,2,0,120000,0.56,2
EMP0665,EMP0008,Software_Developer_Austin,188000,2,1227,1,18,4,5,89,4,3,7,1,21935,9,1,22,3,1,9,2,0,0,0,155000,0.25,3
